Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2021-02-22,1248, ,GENERAL MOTORS                     ,2
2021-02-22,3, ,LEXUS,2
2021-02-22,301, ,HONDA                              ,2
2021-02-22,43, ,BMW                             ,2
2021-02-22,1406, ,VOLKSWAGEN                         ,2
2021-02-22,824, ,HYUNDAI                            ,2
2021-02-22,11, ,MARCOPOLO,2
2021-02-22,467, ,TOYOTA                             ,2
2021-02-22,3, ,JAC,2
2021-02-22,70, ,PEUGEOT                            ,2
2021-02-22,2, ,EFFA MOTORS,2
2021-02-23,1433, ,FIAT                               ,2
2021-02-23,1657, ,VOLKSWAGEN                         ,2
2021-02-23,966, ,HYUNDAI                            ,2
2021-02-23,93, ,VOLVO                              ,2
2021-02-23,464, ,JEEP,2
2021-02-23,70, ,MITSUBISHI                         ,2
2021-02-23,16, ,DAF,2
2021-02-23,2, ,BYD,2
2021-02-23,1, ,OTHERS,2
2021-02-23,235, ,NISSAN                             ,2
2021-02-23,22, ,LAND ROVER                         ,2
2021-02-23,4, ,FOTON,2
2021-02-23,3, ,JAC,2
2021-02-23,2, ,MAN,2
2021-02-23,760, ,RENAULT                            ,2
2021-02-23,27, ,AUDI                               ,2
2021-02-23,11, ,KIA                                ,2
2021-02-23,4, ,EFFA MOTORS,2
2021-02-23,232, ,FORD,2
2021-02-23,9, ,MARCOPOLO,2
2021-02-23,1, ,AGRALE                             ,2
2021-02-23,32, ,SCANIA                             ,2
2021-02-23,617, ,TOYOTA                             ,2
2021-02-23,51, ,BMW                             ,2
2021-02-23,31, ,CITROEN                            ,2
2021-02-23,43, ,PEUGEOT                            ,2
2021-02-23,6, ,DODGE                              ,2
2021-02-23,14, ,PORSCHE                            ,2
2021-02-23,349, ,HONDA                              ,2
2021-02-23,1, ,LEXUS,2
2021-02-23,1, ,MCLAREN,2
2021-02-23,24, ,IVECO                              ,2
2021-02-23,1, ,CADILLAC                           ,2
2021-02-23,4, ,MINI,2
2021-02-23,104, ,CHERY,2
2021-02-23,1095, ,GENERAL MOTORS                     ,2
2021-02-23,5, ,SUZUKI                             ,2
2021-02-23,4, ,TROLLER,2
2021-02-23,149, ,MERCEDES-BENZ                      ,2
2021-02-24,238, ,NISSAN                             ,2
2021-02-24,50, ,BMW                             ,2
2021-02-24,3, ,LEXUS,2
2021-02-24,1, ,JAC,2
2021-02-24,99, ,VOLVO                              ,2
2021-02-24,27, ,LAND ROVER                         ,2
2021-02-24,9, ,SUZUKI                             ,2
2021-02-24,2, ,FERCAR,2
2021-02-24,2, ,FOTON,2
2021-02-24,1, ,EFFA MOTORS,2
2021-02-24,358, ,HONDA                              ,2
2021-02-24,21, ,KIA                                ,2
2021-02-24,34, ,AUDI                               ,2
2021-02-24,21, ,PORSCHE                            ,2
2021-02-24,222, ,FORD,2
2021-02-24,107, ,PEUGEOT                            ,2
2021-02-24,75, ,CHERY,2
2021-02-24,1848, ,VOLKSWAGEN                         ,2
2021-02-24,48, ,SCANIA                             ,2
2021-02-24,667, ,RENAULT                            ,2
2021-02-24,28, ,CITROEN                            ,2
2021-02-24,7, ,DODGE                              ,2
2021-02-24,915, ,HYUNDAI                            ,2
2021-02-24,5, ,TROLLER,2
2021-02-24,1296, ,GENERAL MOTORS                     ,2
2021-02-24,194, ,MERCEDES-BENZ                      ,2
2021-02-24,3, ,MINI,2
2021-02-24,668, ,JEEP,2
2021-02-24,35, ,IVECO                              ,2
2021-02-24,1579, ,FIAT                               ,2
2021-02-24,659, ,TOYOTA                             ,2
2021-02-24,22, ,DAF,2
2021-02-24,13, ,MARCOPOLO,2
2021-02-24,96, ,MITSUBISHI                         ,2
2021-02-25,31, ,LAND ROVER                         ,2
2021-02-25,133, ,PEUGEOT                            ,2
2021-02-25,1392, ,GENERAL MOTORS                     ,2
2021-02-25,57, ,IVECO                              ,2
2021-02-25,93, ,VOLVO                              ,2
2021-02-25,6, ,MINI,2
2021-02-25,3, ,TROLLER,2
2021-02-25,2, ,AGRALE                             ,2
2021-02-25,102, ,CHERY,2
2021-02-25,1, ,FERRARI                            ,2
2021-02-25,38, ,SCANIA                             ,2
2021-02-25,31, ,AUDI                               ,2
2021-02-25,69, ,MITSUBISHI                         ,2
2021-02-25,13, ,KIA                                ,2
2021-02-25,929, ,HYUNDAI                            ,2
2021-02-25,36, ,MARCOPOLO,2
2021-02-25,264, ,FORD,2
2021-02-25,279, ,NISSAN                             ,2
2021-02-25,1, ,JINBEI,2
2021-02-25,1, ,PLYMOUTH,2
2021-02-25,1699, ,VOLKSWAGEN                         ,2
2021-02-25,767, ,JEEP,2
2021-02-25,18, ,DAF,2
2021-02-25,12, ,SUZUKI                             ,2
2021-02-25,1286, ,RENAULT                            ,2
2021-02-25,1, ,FOTON,2
2021-02-25,3, ,DODGE                              ,2
2021-02-25,421, ,HONDA                              ,2
2021-02-25,21, ,PORSCHE                            ,2
2021-02-25,701, ,TOYOTA                             ,2
2021-02-25,1, ,DELOREAN,2
2021-02-25,1, ,MAN,2
2021-02-25,1, ,JAGUAR                             ,2
2021-02-25,2, ,EFFA MOTORS,2
2021-02-25,2071, ,FIAT                               ,2
2021-02-25,5, ,JAC,2
2021-02-25,2, ,OTHERS,2
2021-02-25,58, ,BMW                             ,2
2021-02-25,174, ,MERCEDES-BENZ                      ,2
2021-02-25,69, ,CITROEN                            ,2
2021-02-26,7, ,KIA                                ,2
2021-02-26,24, ,DAF,2
2021-02-26,76, ,BMW                             ,2
2021-02-26,111, ,MITSUBISHI                         ,2
2021-02-26,2, ,AGRALE                             ,2
2021-02-26,60, ,SUBARU                             ,2
2021-02-26,1566, ,RENAULT                            ,2
2021-02-26,432, ,HONDA                              ,2
2021-02-26,1, ,WAKE,2
2021-02-26,35, ,AUDI                               ,2
2021-02-26,766, ,JEEP,2
2021-02-26,15, ,SUZUKI                             ,2
2021-02-26,2, ,FOTON,2
2021-02-26,764, ,TOYOTA                             ,2
2021-02-26,3, ,JAC,2
2021-02-26,6, ,MINI,2
2021-02-26,1, ,JAGUAR                             ,2
2021-02-26,88, ,SCANIA                             ,2
2021-02-26,11, ,PORSCHE                            ,2
2021-02-26,139, ,VOLVO                              ,2
2021-02-26,39, ,LAND ROVER                         ,2
2021-02-26,118, ,PEUGEOT                            ,2
2021-02-26,220, ,MERCEDES-BENZ                      ,2
2021-02-26,110, ,CHERY,2
2021-02-26,2077, ,VOLKSWAGEN                         ,2
2021-02-26,1582, ,FIAT                               ,2
2021-02-26,354, ,NISSAN                             ,2
2021-02-26,16, ,MARCOPOLO,2
2021-02-26,118, ,CITROEN                            ,2
2021-02-26,960, ,HYUNDAI                            ,2
2021-02-26,7, ,DODGE                              ,2
2021-02-26,2, ,TROLLER,2
2021-02-26,35, ,IVECO                              ,2
2021-02-26,265, ,FORD,2
2021-02-26,1560, ,GENERAL MOTORS                     ,2
2021-02-26,3, ,LEXUS,2
2021-02-27,6, ,FORD,2
2021-02-27,74, ,VOLKSWAGEN                         ,2
2021-02-27,8, ,CITROEN                            ,2
2021-02-27,2, ,LAND ROVER                         ,2
2021-02-27,49, ,HYUNDAI                            ,2
2021-02-27,2, ,PEUGEOT                            ,2
2021-02-27,1, ,MARCOPOLO,2
2021-02-27,23, ,RENAULT                            ,2
2021-02-27,31, ,FIAT                               ,2
2021-02-27,7, ,VOLVO                              ,2
2021-02-27,32, ,TOYOTA                             ,2
2021-02-27,12, ,JEEP,2
2021-02-27,7, ,MERCEDES-BENZ                      ,2
2021-02-27,2, ,BMW                             ,2
2021-02-27,4, ,SCANIA                             ,2
2021-02-27,137, ,GENERAL MOTORS                     ,2
2021-02-27,15, ,NISSAN                             ,2
2021-02-27,48, ,HONDA                              ,2
2021-02-27,2, ,CHERY,2
2021-02-27,1, ,MITSUBISHI                         ,2
2021-02-28,1, ,MERCEDES-BENZ                      ,2
2021-02-28,17, ,VOLKSWAGEN                         ,2
2021-02-28,4, ,JEEP,2
2021-02-28,3, ,GENERAL MOTORS                     ,2
2021-02-28,8, ,HYUNDAI                            ,2
2021-02-28,10, ,FIAT                               ,2
2021-02-28,1, ,NISSAN                             ,2
2021-02-28,1, ,VOLVO                              ,2
2021-02-28,1, ,TOYOTA                             ,2
2021-02-28,1, ,HONDA                              ,2
2021-03-01,381,2,TOYOTA                             ,3
2021-03-01,3,1,DAF,3
2021-03-01,21,1,MITSUBISHI                         ,3
2021-03-01,3,1,SCANIA                             ,3
2021-03-01,53,1,HONDA                              ,3
2021-03-01,342,1,JEEP,3
2021-03-01,1,2,FOTON,3
2021-03-01,125,2,FORD,3
2021-03-01,209,1,RENAULT                            ,3
2021-03-01,49,1,CITROEN                            ,3
2021-03-01,728,2,FIAT                               ,3
2021-03-01,1,2,MAN,3
2021-03-01,694,2,GENERAL MOTORS                     ,3
2021-03-01,1,2,DODGE                              ,3
2021-03-01,27,1,MERCEDES-BENZ                      ,3
2021-03-01,5,1,DODGE                              ,3
2021-03-01,39,2,SCANIA                             ,3
2021-03-01,86,1,HYUNDAI                            ,3
2021-03-01,18,2,CITROEN                            ,3
2021-03-01,215,2,RENAULT                            ,3
2021-03-01,130,2,JEEP,3
2021-03-01,4,2,JAC,3
2021-03-01,1,2,AGRALE                             ,3
2021-03-01,2802,1,FIAT                               ,3
2021-03-01,819,2,VOLKSWAGEN                         ,3
2021-03-01,58,1,FORD,3
2021-03-01,21,2,PORSCHE                            ,3
2021-03-01,181,1,TOYOTA                             ,3
2021-03-01,38,2,IVECO                              ,3
2021-03-01,47,2,MITSUBISHI                         ,3
2021-03-01,63,2,CHERY,3
2021-03-01,3,2,MINI,3
2021-03-01,1,2,TESLA MOTORS,3
2021-03-01,15,2,KIA                                ,3
2021-03-01,1,2,LEXUS,3
2021-03-01,1,2,OTHERS,3
2021-03-01,24,2,LAND ROVER                         ,3
2021-03-01,148,2,NISSAN                             ,3
2021-03-01,26,2,PEUGEOT                            ,3
2021-03-01,40,2,BMW                             ,3
2021-03-01,4,2,SUZUKI                             ,3
2021-03-01,13,1,IVECO                              ,3
2021-03-01,1,2,JAGUAR                             ,3
2021-03-01,13,2,DAF,3
2021-03-01,5,1,SUZUKI                             ,3
2021-03-01,10,1,BMW                             ,3
2021-03-01,573,2,HYUNDAI                            ,3
2021-03-01,1,2,SUBARU                             ,3
2021-03-01,57,1,NISSAN                             ,3
2021-03-01,21,2,AUDI                               ,3
2021-03-01,5,1,VOLVO                              ,3
2021-03-01,15,2,MARCOPOLO,3
2021-03-01,1,2,TROLLER,3
2021-03-01,131,2,MERCEDES-BENZ                      ,3
2021-03-01,661,1,VOLKSWAGEN                         ,3
2021-03-01,359,1,GENERAL MOTORS                     ,3
2021-03-01,5,1,CHERY,3
2021-03-01,12,1,PEUGEOT                            ,3
2021-03-01,318,2,HONDA                              ,3
2021-03-01,82,2,VOLVO                              ,3
2021-03-02,65,1,HONDA                              ,3
2021-03-02,881,2,GENERAL MOTORS                     ,3
2021-03-02,519,2,TOYOTA                             ,3
2021-03-02,48,2,MITSUBISHI                         ,3
2021-03-02,138,2,FORD,3
2021-03-02,34,2,PEUGEOT                            ,3
2021-03-02,65,1,HYUNDAI                            ,3
2021-03-02,4,2,MINI,3
2021-03-02,74,1,FORD,3
2021-03-02,750,2,FIAT                               ,3
2021-03-02,44,1,CITROEN                            ,3
2021-03-02,3,2,TROLLER,3
2021-03-02,1,2,EFFA MOTORS,3
2021-03-02,46,2,LAND ROVER                         ,3
2021-03-02,134,2,NISSAN                             ,3
2021-03-02,639,2,HYUNDAI                            ,3
2021-03-02,407,1,JEEP,3
2021-03-02,271,2,HONDA                              ,3
2021-03-02,1442,1,FIAT                               ,3
2021-03-02,907,2,VOLKSWAGEN                         ,3
2021-03-02,18,2,AUDI                               ,3
2021-03-02,395,1,GENERAL MOTORS                     ,3
2021-03-02,7,2,MARCOPOLO,3
2021-03-02,32,1,MERCEDES-BENZ                      ,3
2021-03-02,160,2,MERCEDES-BENZ                      ,3
2021-03-02,139,1,PEUGEOT                            ,3
2021-03-02,4,1,DAF,3
2021-03-02,84,2,VOLVO                              ,3
2021-03-02,79,2,SCANIA                             ,3
2021-03-02,52,1,NISSAN                             ,3
2021-03-02,16,2,KIA                                ,3
2021-03-02,132,1,TOYOTA                             ,3
2021-03-02,3,2,OTHERS,3
2021-03-02,4,2,SUZUKI                             ,3
2021-03-02,4,1,SCANIA                             ,3
2021-03-02,201,1,RENAULT                            ,3
2021-03-02,40,2,BMW                             ,3
2021-03-02,104,2,CHERY,3
2021-03-02,27,2,IVECO                              ,3
2021-03-02,4,2,MAN,3
2021-03-02,266,2,RENAULT                            ,3
2021-03-02,162,2,JEEP,3
2021-03-02,6,2,JAC,3
2021-03-02,11,1,MITSUBISHI                         ,3
2021-03-02,15,1,BMW                             ,3
2021-03-02,22,2,CITROEN                            ,3
2021-03-02,2,1,CHERY,3
2021-03-02,2,2,FERCAR,3
2021-03-02,1,2,FOTON,3
2021-03-02,15,2,PORSCHE                            ,3
2021-03-02,870,1,VOLKSWAGEN                         ,3
2021-03-02,21,1,IVECO                              ,3
2021-03-02,7,2,DAF,3
2021-03-02,7,1,VOLVO                              ,3
2021-03-02,1,1,LEXUS,3
2021-03-03,47,1,FORD,3
2021-03-03,322,1,RENAULT                            ,3
2021-03-03,1320,1,FIAT                               ,3
2021-03-03,170,2,JEEP,3
2021-03-03,554,1,GENERAL MOTORS                     ,3
2021-03-03,19,2,PORSCHE                            ,3
2021-03-03,2,2,MINI,3
2021-03-03,44,2,BMW                             ,3
2021-03-03,1,2,FERCAR,3
2021-03-03,14,2,KIA                                ,3
2021-03-03,182,2,MERCEDES-BENZ                      ,3
2021-03-03,6,1,PEUGEOT                            ,3
2021-03-03,22,2,DAF,3
2021-03-03,497,2,TOYOTA                             ,3
2021-03-03,33,2,LAND ROVER                         ,3
2021-03-03,5,2,JAC,3
2021-03-03,1,2,BENTLEY,3
2021-03-03,11,2,SUZUKI                             ,3
2021-03-03,9,2,MARCOPOLO,3
2021-03-03,132,2,FORD,3
2021-03-03,113,1,TOYOTA                             ,3
2021-03-03,885,2,VOLKSWAGEN                         ,3
2021-03-03,355,1,JEEP,3
2021-03-03,1,1,DAF,3
2021-03-03,208,2,RENAULT                            ,3
2021-03-03,18,1,BMW                             ,3
2021-03-03,2,1,CHERY,3
2021-03-03,89,1,HONDA                              ,3
2021-03-03,27,2,AUDI                               ,3
2021-03-03,28,2,IVECO                              ,3
2021-03-03,55,2,MITSUBISHI                         ,3
2021-03-03,176,2,NISSAN                             ,3
2021-03-03,6,2,TROLLER,3
2021-03-03,3,1,SCANIA                             ,3
2021-03-03,82,1,NISSAN                             ,3
2021-03-03,10,1,CITROEN                            ,3
2021-03-03,749,2,HYUNDAI                            ,3
2021-03-03,107,2,CHERY,3
2021-03-03,6,1,DODGE                              ,3
2021-03-03,2,1,MITSUBISHI                         ,3
2021-03-03,331,2,HONDA                              ,3
2021-03-03,104,2,VOLVO                              ,3
2021-03-03,81,2,SCANIA                             ,3
2021-03-03,40,2,PEUGEOT                            ,3
2021-03-03,67,1,HYUNDAI                            ,3
2021-03-03,4,2,LEXUS,3
2021-03-03,2,2,OTHERS,3
2021-03-03,1,2,FOTON,3
2021-03-03,7,1,IVECO                              ,3
2021-03-03,20,2,CITROEN                            ,3
2021-03-03,802,2,GENERAL MOTORS                     ,3
2021-03-03,767,1,VOLKSWAGEN                         ,3
2021-03-03,918,2,FIAT                               ,3
2021-03-03,38,1,MERCEDES-BENZ                      ,3
2021-03-04,132,1,TOYOTA                             ,3
2021-03-04,2,2,FERCAR,3
2021-03-04,73,1,HONDA                              ,3
2021-03-04,181,2,NISSAN                             ,3
2021-03-04,33,2,PEUGEOT                            ,3
2021-03-04,38,2,BMW                             ,3
2021-03-04,5,2,MINI,3
2021-03-04,15,2,AUDI                               ,3
2021-03-04,1,2,SUBARU                             ,3
