Registration Date;Quantity Industry Registration;Sales Type;Manufacturer Description
2005-01-27 00:00:00;13;;IVECO                              
2005-01-27 00:00:00;11;;SCANIA                             
2005-01-27 00:00:00;148;;TOYOTA                             
2005-01-27 00:00:00;22;;KIA                                
2005-01-27 00:00:00;1;;SUBARU                             
2005-01-28 00:00:00;3;;HYUNDAI                            
2005-01-28 00:00:00;30;;NISSAN                             
2005-01-28 00:00:00;952;;GENERAL MOTORS                     
2005-01-28 00:00:00;1303;;VOLKSWAGEN                         
2005-01-28 00:00:00;913;;FORD
2005-01-28 00:00:00;7;;LAND ROVER                         
2005-01-28 00:00:00;2;;AGRALE                             
2005-01-28 00:00:00;30;;AUDI                               
2005-01-28 00:00:00;114;;PEUGEOT                            
2005-01-28 00:00:00;154;;TOYOTA                             
2005-01-28 00:00:00;11;;KIA                                
2005-01-28 00:00:00;72;;MITSUBISHI                         
2005-01-28 00:00:00;30;;IVECO                              
2005-01-28 00:00:00;1;;FERCAR
2005-01-28 00:00:00;1;;TROLLER
2005-01-28 00:00:00;89;;CITROEN                            
2005-01-28 00:00:00;1;;SSANGYONG
2005-01-28 00:00:00;170;;MERCEDES-BENZ                      
2005-01-28 00:00:00;237;;HONDA                              
2005-01-28 00:00:00;152;;RENAULT                            
2005-01-28 00:00:00;1232;;FIAT                               
2005-01-28 00:00:00;19;;VOLVO                              
2005-01-28 00:00:00;1;;OTHERS
2005-01-28 00:00:00;20;;SCANIA                             
2005-01-28 00:00:00;11;;MARCOPOLO
2005-01-29 00:00:00;2;;CITROEN                            
2005-01-29 00:00:00;49;;FIAT                               
2005-01-29 00:00:00;10;;RENAULT                            
2005-01-29 00:00:00;3;;MITSUBISHI                         
2005-01-29 00:00:00;35;;VOLKSWAGEN                         
2005-01-29 00:00:00;4;;PEUGEOT                            
2005-01-29 00:00:00;20;;GENERAL MOTORS                     
2005-01-29 00:00:00;30;;FORD
2005-01-29 00:00:00;2;;TOYOTA                             
2005-01-29 00:00:00;1;;NISSAN                             
2005-01-29 00:00:00;16;;HONDA                              
2005-01-29 00:00:00;1;;LAND ROVER                         
2005-01-29 00:00:00;4;;MERCEDES-BENZ                      
2005-01-31 00:00:00;947;;FORD
2005-01-31 00:00:00;228;;HONDA                              
2005-01-31 00:00:00;3;;CHRYSLER                           
2005-01-31 00:00:00;152;;PEUGEOT                            
2005-01-31 00:00:00;3;;LAND ROVER                         
2005-01-31 00:00:00;232;;RENAULT                            
2005-01-31 00:00:00;164;;MERCEDES-BENZ                      
2005-01-31 00:00:00;11;;IVECO                              
2005-01-31 00:00:00;1449;;GENERAL MOTORS                     
2005-01-31 00:00:00;164;;TOYOTA                             
2005-01-31 00:00:00;3;;JEEP
2005-01-31 00:00:00;13;;KIA                                
2005-01-31 00:00:00;13;;AUDI                               
2005-01-31 00:00:00;64;;CITROEN                            
2005-01-31 00:00:00;4;;MARCOPOLO
2005-01-31 00:00:00;13;;SCANIA                             
2005-01-31 00:00:00;10;;TROLLER
2005-01-31 00:00:00;26;;VOLVO                              
2005-01-31 00:00:00;1;;PORSCHE                            
2005-01-31 00:00:00;5;;HYUNDAI                            
2005-01-31 00:00:00;1;;BMW                             
2005-01-31 00:00:00;10;;AGRALE                             
2005-01-31 00:00:00;99;;MITSUBISHI                         
2005-01-31 00:00:00;1398;;VOLKSWAGEN                         
2005-01-31 00:00:00;1475;;FIAT                               
2005-01-31 00:00:00;37;;NISSAN                             
2005-02-01 00:00:00;152;;MERCEDES-BENZ                      
2005-02-01 00:00:00;40;;NISSAN                             
2005-02-01 00:00:00;4;;AGRALE                             
2005-02-01 00:00:00;5;;BMW                             
2005-02-01 00:00:00;1;;FYBER
2005-02-01 00:00:00;1155;;GENERAL MOTORS                     
2005-02-01 00:00:00;15;;SCANIA                             
2005-02-01 00:00:00;6;;MARCOPOLO
2005-02-01 00:00:00;73;;CITROEN                            
2005-02-01 00:00:00;282;;RENAULT                            
2005-02-01 00:00:00;862;;FORD
2005-02-01 00:00:00;2;;LAND ROVER                         
2005-02-01 00:00:00;1;;PORSCHE                            
2005-02-01 00:00:00;21;;VOLVO                              
2005-02-01 00:00:00;260;;HONDA                              
2005-02-01 00:00:00;17;;KIA                                
2005-02-01 00:00:00;1;;JAGUAR                             
2005-02-01 00:00:00;115;;MITSUBISHI                         
2005-02-01 00:00:00;1;;BRM
2005-02-01 00:00:00;7;;TROLLER
2005-02-01 00:00:00;1539;;FIAT                               
2005-02-01 00:00:00;22;;IVECO                              
2005-02-01 00:00:00;3;;CHRYSLER                           
2005-02-01 00:00:00;148;;PEUGEOT                            
2005-02-01 00:00:00;1487;;VOLKSWAGEN                         
2005-02-01 00:00:00;1;;JEEP
2005-02-01 00:00:00;3;;HYUNDAI                            
2005-02-01 00:00:00;1;;BEACH
2005-02-01 00:00:00;30;;AUDI                               
2005-02-01 00:00:00;214;;TOYOTA                             
2005-02-02 00:00:00;1509;;FIAT                               
2005-02-02 00:00:00;1;;SEAT
2005-02-02 00:00:00;2;;SSANGYONG
2005-02-02 00:00:00;23;;VOLVO                              
2005-02-02 00:00:00;3;;AGRALE                             
2005-02-02 00:00:00;1;;BRM
2005-02-02 00:00:00;1020;;FORD
2005-02-02 00:00:00;1227;;GENERAL MOTORS                     
2005-02-02 00:00:00;1601;;VOLKSWAGEN                         
2005-02-02 00:00:00;3;;CHRYSLER                           
2005-02-02 00:00:00;189;;RENAULT                            
2005-02-02 00:00:00;109;;MITSUBISHI                         
2005-02-02 00:00:00;251;;TOYOTA                             
2005-02-02 00:00:00;294;;HONDA                              
2005-02-02 00:00:00;96;;CITROEN                            
2005-02-02 00:00:00;5;;BMW                             
2005-02-02 00:00:00;1;;PORSCHE                            
2005-02-02 00:00:00;23;;KIA                                
2005-02-02 00:00:00;11;;MARCOPOLO
2005-02-02 00:00:00;3;;TROLLER
2005-02-02 00:00:00;158;;MERCEDES-BENZ                      
2005-02-02 00:00:00;183;;PEUGEOT                            
2005-02-02 00:00:00;12;;LAND ROVER                         
2005-02-02 00:00:00;38;;IVECO                              
2005-02-02 00:00:00;41;;NISSAN                             
2005-02-02 00:00:00;34;;SCANIA                             
2005-02-02 00:00:00;4;;HYUNDAI                            
2005-02-02 00:00:00;24;;AUDI                               
2005-02-03 00:00:00;1240;;GENERAL MOTORS                     
2005-02-03 00:00:00;15;;MARCOPOLO
2005-02-03 00:00:00;3;;BRM
2005-02-03 00:00:00;1;;PORSCHE                            
2005-02-03 00:00:00;1;;JAGUAR                             
2005-02-03 00:00:00;66;;VOLVO                              
2005-02-03 00:00:00;27;;AUDI                               
2005-02-03 00:00:00;23;;SCANIA                             
2005-02-03 00:00:00;2;;DODGE                              
2005-02-03 00:00:00;307;;HONDA                              
2005-02-03 00:00:00;7;;BMW                             
2005-02-03 00:00:00;1;;BEACH
2005-02-03 00:00:00;1;;FYBER
2005-02-03 00:00:00;1080;;FORD
2005-02-03 00:00:00;307;;TOYOTA                             
2005-02-03 00:00:00;7;;AGRALE                             
2005-02-03 00:00:00;29;;KIA                                
2005-02-03 00:00:00;119;;MITSUBISHI                         
2005-02-03 00:00:00;101;;CITROEN                            
2005-02-03 00:00:00;1;;FERCAR
2005-02-03 00:00:00;303;;PEUGEOT                            
2005-02-03 00:00:00;3;;LAND ROVER                         
2005-02-03 00:00:00;4;;TROLLER
2005-02-03 00:00:00;162;;MERCEDES-BENZ                      
2005-02-03 00:00:00;6;;HYUNDAI                            
2005-02-03 00:00:00;1;;JEEP
2005-02-03 00:00:00;306;;RENAULT                            
2005-02-03 00:00:00;1616;;VOLKSWAGEN                         
2005-02-03 00:00:00;5;;CHRYSLER                           
2005-02-03 00:00:00;22;;IVECO                              
2005-02-03 00:00:00;1;;MINI
2005-02-03 00:00:00;1850;;FIAT                               
2005-02-03 00:00:00;38;;NISSAN                             
2005-02-04 00:00:00;1;;AGRALE                             
2005-02-04 00:00:00;42;;NISSAN                             
2005-02-04 00:00:00;263;;HONDA                              
2005-02-04 00:00:00;120;;MITSUBISHI                         
2005-02-04 00:00:00;1776;;VOLKSWAGEN                         
2005-02-04 00:00:00;62;;VOLVO                              
2005-02-04 00:00:00;4;;BMW                             
2005-02-04 00:00:00;14;;KIA                                
2005-02-04 00:00:00;1;;CHRYSLER                           
2005-02-04 00:00:00;1;;BRM
2005-02-04 00:00:00;1763;;FIAT                               
2005-02-04 00:00:00;2;;JEEP
2005-02-04 00:00:00;200;;MERCEDES-BENZ                      
2005-02-04 00:00:00;60;;SCANIA                             
2005-02-04 00:00:00;250;;RENAULT                            
2005-02-04 00:00:00;1140;;FORD
2005-02-04 00:00:00;1259;;GENERAL MOTORS                     
2005-02-04 00:00:00;277;;TOYOTA                             
2005-02-04 00:00:00;246;;PEUGEOT                            
2005-02-04 00:00:00;26;;IVECO                              
2005-02-04 00:00:00;1;;SUBARU                             
2005-02-04 00:00:00;2;;PORSCHE                            
2005-02-04 00:00:00;2;;BEACH
2005-02-04 00:00:00;6;;DODGE                              
2005-02-04 00:00:00;99;;CITROEN                            
2005-02-04 00:00:00;1;;MASERATI                           
2005-02-04 00:00:00;8;;MARCOPOLO
2005-02-04 00:00:00;6;;LAND ROVER                         
2005-02-04 00:00:00;2;;INFINITI
2005-02-04 00:00:00;32;;AUDI                               
2005-02-04 00:00:00;7;;HYUNDAI                            
2005-02-04 00:00:00;2;;SSANGYONG
2005-02-04 00:00:00;1;;FYBER
2005-02-04 00:00:00;9;;TROLLER
2005-02-04 00:00:00;1;;LEXUS
2005-02-05 00:00:00;1;;IVECO                              
2005-02-05 00:00:00;1;;FORD
2005-02-05 00:00:00;1;;CITROEN                            
2005-02-05 00:00:00;1;;VOLKSWAGEN                         
2005-02-05 00:00:00;4;;FIAT                               
2005-02-07 00:00:00;9;;FIAT                               
2005-02-07 00:00:00;5;;VOLKSWAGEN                         
2005-02-07 00:00:00;2;;MITSUBISHI                         
2005-02-07 00:00:00;2;;GENERAL MOTORS                     
2005-02-07 00:00:00;2;;FORD
2005-02-07 00:00:00;1;;RENAULT                            
2005-02-08 00:00:00;1;;MITSUBISHI                         
2005-02-08 00:00:00;2;;GENERAL MOTORS                     
2005-02-09 00:00:00;30;;PEUGEOT                            
2005-02-09 00:00:00;3;;IVECO                              
2005-02-09 00:00:00;1;;BMW                             
2005-02-09 00:00:00;80;;RENAULT                            
2005-02-09 00:00:00;47;;MERCEDES-BENZ                      
2005-02-09 00:00:00;44;;TOYOTA                             
2005-02-09 00:00:00;12;;VOLVO                              
2005-02-09 00:00:00;5;;AUDI                               
2005-02-09 00:00:00;2;;MARCOPOLO
2005-02-09 00:00:00;7;;SCANIA                             
2005-02-09 00:00:00;10;;CITROEN                            
2005-02-09 00:00:00;23;;MITSUBISHI                         
2005-02-09 00:00:00;12;;NISSAN                             
2005-02-09 00:00:00;2;;KIA                                
2005-02-09 00:00:00;404;;FIAT                               
2005-02-09 00:00:00;209;;FORD
2005-02-09 00:00:00;371;;VOLKSWAGEN                         
2005-02-09 00:00:00;47;;HONDA                              
2005-02-09 00:00:00;1;;LAND ROVER                         
2005-02-09 00:00:00;3;;HYUNDAI                            
2005-02-09 00:00:00;258;;GENERAL MOTORS                     
2005-02-10 00:00:00;6;;HYUNDAI                            
2005-02-10 00:00:00;12;;KIA                                
2005-02-10 00:00:00;1;;TROLLER
2005-02-10 00:00:00;146;;TOYOTA                             
2005-02-10 00:00:00;1320;;VOLKSWAGEN                         
2005-02-10 00:00:00;16;;AUDI                               
2005-02-10 00:00:00;10;;MARCOPOLO
2005-02-10 00:00:00;767;;FORD
2005-02-10 00:00:00;4;;AGRALE                             
2005-02-10 00:00:00;1;;ASIA                               
2005-02-10 00:00:00;34;;SCANIA                             
2005-02-10 00:00:00;2;;DODGE                              
2005-02-10 00:00:00;1368;;FIAT                               
2005-02-10 00:00:00;2;;LAND ROVER                         
2005-02-10 00:00:00;1;;JEEP
2005-02-10 00:00:00;22;;NISSAN                             
2005-02-10 00:00:00;196;;PEUGEOT                            
2005-02-10 00:00:00;2;;BMW                             
2005-02-10 00:00:00;222;;RENAULT                            
2005-02-10 00:00:00;169;;MERCEDES-BENZ                      
2005-02-10 00:00:00;23;;VOLVO                              
2005-02-10 00:00:00;44;;CITROEN                            
2005-02-10 00:00:00;21;;IVECO                              
2005-02-10 00:00:00;1;;BRM
2005-02-10 00:00:00;2;;PORSCHE                            
2005-02-10 00:00:00;1003;;GENERAL MOTORS                     
2005-02-10 00:00:00;218;;HONDA                              
2005-02-10 00:00:00;90;;MITSUBISHI                         
2005-02-11 00:00:00;29;;NISSAN                             
2005-02-11 00:00:00;13;;KIA                                
2005-02-11 00:00:00;1631;;VOLKSWAGEN                         
2005-02-11 00:00:00;23;;VOLVO                              
2005-02-11 00:00:00;20;;AUDI                               
2005-02-11 00:00:00;218;;RENAULT                            
2005-02-11 00:00:00;7;;HYUNDAI                            
2005-02-11 00:00:00;1;;FERCAR
2005-02-11 00:00:00;2;;CHRYSLER                           
